"Decimal","Hexadecimal","Company"
"143","0x008F","Telit Wireless Solutions GmbH (formerly Stollmann E+V GmbH)"
"142","0x008E","Quintic Corp"
"141","0x008D","Zscan Software"
"140","0x008C","Gimbal Inc. (formerly Qualcomm Labs, Inc. and Qualcomm Retail Solutions, Inc.)"
"139","0x008B","Topcon Positioning Systems, LLC"
"138","0x008A","Jawbone"
"137","0x0089","GN ReSound A/S"
"136","0x0088","Ecotest"
"135","0x0087","Garmin International, Inc."
"134","0x0086","Equinux AG"
"133","0x0085","BlueRadios, Inc."
"132","0x0084","Ludus Helsinki Ltd."
"131","0x0083","TimeKeeping Systems, Inc."
"130","0x0082","Sennheiser Communications A/S"
"129","0x0081","WuXi Vimicro"
"128","0x0080","DeLorme Publishing Company, Inc."
"127","0x007F","Autonet Mobile"
"126","0x007E","Sports Tracking Technologies Ltd."
"125","0x007D","Seers Technology Co., Ltd."
"124","0x007C","A & R Cambridge"
"123","0x007B","Hanlynn Technologies"
"122","0x007A","MStar Semiconductor, Inc."
"121","0x0079","lesswire AG"
"120","0x0078","Nike, Inc."
"119","0x0077","Laird Technologies"
"118","0x0076","Creative Technology Ltd."
"117","0x0075","Samsung Electronics Co. Ltd."
"116","0x0074","Zomm, LLC"
"115","0x0073","Group Sense Ltd."
"114","0x0072","ShangHai Super Smart Electronics Co. Ltd."
"113","0x0071","connectBlue AB"
"112","0x0070","Monster, LLC"
"111","0x006F","Sound ID"
"110","0x006E","Summit Data Communications, Inc."
"109","0x006D","BriarTek, Inc"
"108","0x006C","Beautiful Enterprise Co., Ltd."
"107","0x006B","Polar Electro OY"
"106","0x006A","MindTree Ltd."
"105","0x0069","A&D Engineering, Inc."
"104","0x0068","General Motors"
"103","0x0067","GN Netcom A/S"
"102","0x0066","9Solutions Oy"
"101","0x0065","Hewlett-Packard Company"
"100","0x0064","Band XI International, LLC"
"99","0x0063","MiCommand Inc."
"98","0x0062","Gibson Guitars"
"97","0x0061","RDA Microelectronics"
"96","0x0060","RivieraWaves S.A.S"
"95","0x005F","Wicentric, Inc."
"94","0x005E","Stonestreet One, LLC"
"93","0x005D","Realtek Semiconductor Corporation"
"92","0x005C","Belkin International, Inc."
"91","0x005B","Ralink Technology Corporation"
"90","0x005A","EM Microelectronic-Marin SA"
"89","0x0059","Nordic Semiconductor ASA"
"88","0x0058","Vizio, Inc."
"87","0x0057","Harman International Industries, Inc."
"86","0x0056","Sony Ericsson Mobile Communications"
"85","0x0055","Plantronics, Inc."
"84","0x0054","3DiJoy Corporation"
"83","0x0053","Free2move AB"
"82","0x0052","J&M Corporation"
"81","0x0051","Tzero Technologies, Inc."
"80","0x0050","SiRF Technology, Inc."
"79","0x004F","APT Ltd."
"78","0x004E","Avago Technologies"
"77","0x004D","Staccato Communications, Inc."
"76","0x004C","Apple, Inc."
"75","0x004B","Continental Automotive Systems"
"74","0x004A","Accel Semiconductor Ltd."
"73","0x0049","3DSP Corporation"
"72","0x0048","Marvell Technology Group Ltd."
"71","0x0047","Bluegiga"
"70","0x0046","MediaTek, Inc."
"69","0x0045","Atheros Communications, Inc."
"68","0x0044","Socket Mobile"
"67","0x0043","PARROT AUTOMOTIVE SAS"
"66","0x0042","CONWISE Technology Corporation Ltd"
"65","0x0041","Integrated Silicon Solution Taiwan, Inc."
"64","0x0040","Seiko Epson Corporation"
"63","0x003F","Bluetooth SIG, Inc"
"62","0x003E","Systems and Chips, Inc"
"61","0x003D","IPextreme, Inc."
"60","0x003C","BlackBerry Limited  (formerly Research In Motion)"
"59","0x003B","Gennum Corporation"
"58","0x003A","Panasonic Corporation (formerly Matsushita Electric Industrial Co., Ltd.)"
"57","0x0039","Integrated System Solution Corp."
"56","0x0038","Syntronix Corporation"
"55","0x0037","Mobilian Corporation"
"54","0x0036","Renesas Electronics Corporation"
"53","0x0035","Eclipse (HQ Espana) S.L."
"52","0x0034","Computer Access Technology Corporation (CATC)"
"51","0x0033","Commil Ltd"
"50","0x0032","Red-M (Communications) Ltd"
"49","0x0031","Synopsys, Inc."
"48","0x0030","ST Microelectronics"
"47","0x002F","MewTel Technology Inc."
"46","0x002E","Norwood Systems"
"45","0x002D","GCT Semiconductor"
"44","0x002C","Macronix International Co. Ltd."
"43","0x002B","Tenovis"
"42","0x002A","Symbol Technologies, Inc."
"41","0x0029","Hitachi Ltd"
"40","0x0028","R F Micro Devices"
"39","0x0027","Open Interface"
"38","0x0026","C Technologies"
"37","0x0025","NXP Semiconductors (formerly Philips Semiconductors)"
"36","0x0024","Alcatel"
"35","0x0023","WavePlus Technology Co., Ltd."
"34","0x0022","NEC Corporation"
"33","0x0021","Mansella Ltd"
"32","0x0020","BandSpeed, Inc."
"31","0x001F","AVM Berlin"
"30","0x001E","Inventel"
"29","0x001D","Qualcomm"
"28","0x001C","Conexant Systems Inc."
"27","0x001B","Signia Technologies, Inc."
"26","0x001A","TTPCom Limited"
"25","0x0019","Rohde & Schwarz GmbH & Co. KG"
"24","0x0018","Transilica, Inc."
"23","0x0017","Newlogic"
"22","0x0016","KC Technology Inc."
"21","0x0015","RTX Telecom A/S"
"20","0x0014","Mitsubishi Electric Corporation"
"19","0x0013","Atmel Corporation"
"18","0x0012","Zeevo, Inc."
"17","0x0011","Widcomm, Inc."
"16","0x0010","Mitel Semiconductor"
"15","0x000F","Broadcom Corporation"
"14","0x000E","Parthus Technologies Inc."
"13","0x000D","Texas Instruments Inc."
"12","0x000C","Digianswer A/S"
"11","0x000B","Silicon Wave"
"10","0x000A","Qualcomm Technologies International, Ltd. (QTIL)"
"9","0x0009","Infineon Technologies AG"
"8","0x0008","Motorola"
"7","0x0007","Lucent"
"6","0x0006","Microsoft"
"5","0x0005","3Com"
"4","0x0004","Toshiba Corp."
"3","0x0003","IBM Corp."
"2","0x0002","Intel Corp."
"1","0x0001","Nokia Mobile Phones"
"0","0x0000","Ericsson Technology Licensing"
